log_id,log_content,root_cause,severity,sw_version,platform,has_missing_blocks,has_overwritten,log_size,component
LOG_00431,"[12.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[12.01.26 01:22:03] Platform: gen4
[12.01.26 01:22:03] Component: CAN
[12.01.26 01:22:03] WARNING: CAN bus error detected
[12.01.26 01:22:03] ERROR: Frame transmission failed on CAN2
[12.01.26 01:22:03] TRACE: Bus-off state entered
[12.01.26 01:22:03] INFO: Error counter: 168
[12.01.26 01:22:03] ERROR: BUS on CAN interface
[12.01.26 01:22:03] INFO: Component initialized successfully",CAN Bus Error,MEDIUM,AIVI_SW5244,gen4,False,True,6321,Communication
LOG_00432,"[18.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[18.01.26 01:22:03] Platform: gen4
[18.01.26 01:22:03] Component: Audio
[18.01.26 01:22:03] WARNING: High memory usage detected
[18.01.26 01:22:03] ERROR: Heap allocation failed in Audio
[18.01.26 01:22:03] TRACE: malloc returned NULL
[18.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[18.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[18.01.26 01:22:03] TRACE: FREE - size: 2523 bytes
[18.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,AIVI_SW5250,gen4,False,True,1939,Navigation
LOG_00433,"[01.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[01.01.26 01:22:03] Platform: gen4
[01.01.26 01:22:03] Component: Navigation
[01.01.26 01:22:03] WARNING: High memory usage detected
[01.01.26 01:22:03] ERROR: Heap allocation failed in Navigation
[01.01.26 01:22:03] TRACE: malloc returned NULL
[01.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[01.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[01.01.26 01:22:03] TRACE: OOM - size: 3897 bytes
[01.01.26 01:22:03] DEBUG: Processing event queue
[01.01.26 01:22:03] INFO: Component initialized successfully",Memory Leak,HIGH,PIVI_SW4100,gen4,True,True,7781,Multimedia
LOG_00434,"[25.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[25.12.25 01:22:03] Platform: gen3
[25.12.25 01:22:03] Component: Multimedia
[25.12.25 01:22:03] WARNING: High memory usage detected
[25.12.25 01:22:03] ERROR: Heap allocation failed in Multimedia
[25.12.25 01:22:03] TRACE: malloc returned NULL
[25.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[25.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[25.12.25 01:22:03] TRACE: ALLOCATION - size: 1534 bytes
[25.12.25 01:22:03] INFO: Component initialized successfully",Memory Leak,HIGH,PIVI_SW4100,gen3,False,True,26718,Navigation
LOG_00435,"[26.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[26.12.25 01:22:03] Platform: gen4
[26.12.25 01:22:03] Component: Storage
[26.12.25 01:22:03] ERROR: DISK in Storage
[26.12.25 01:22:03] ERROR: MOUNT in Storage
[26.12.25 01:22:03] ERROR: READ in Storage
[26.12.25 01:22:03] ERROR: DISK in Storage
[26.12.25 01:22:03] ERROR: MOUNT in Storage
[26.12.25 01:22:03] INFO: Component initialized successfully
[26.12.25 01:22:03] DEBUG: Processing event queue
[26.12.25 01:22:03] INFO: System running normally",File System Error,MEDIUM,PIVI_SW4110,gen4,False,False,3157,Storage
LOG_00436,"[18.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[18.01.26 01:22:03] Platform: gen3
[18.01.26 01:22:03] Component: FileSystem
[18.01.26 01:22:03] ERROR: INODE in FileSystem
[18.01.26 01:22:03] ERROR: READ in FileSystem
[18.01.26 01:22:03] ERROR: READ in FileSystem
[18.01.26 01:22:03] ERROR: READ in FileSystem
[18.01.26 01:22:03] INFO: System running normally
[18.01.26 01:22:03] INFO: Component initialized successfully
[18.01.26 01:22:03] DEBUG: Processing event queue",File System Error,MEDIUM,AIVI_SW5250,gen3,False,False,42397,Storage
LOG_00437,"[09.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[09.01.26 01:22:03] Platform: gen4
[09.01.26 01:22:03] Component: Kernel
[09.01.26 01:22:03] CRITICAL: Kernel panic detected
[09.01.26 01:22:03] ERROR: Unable to handle kernel NULL pointer dereference
[09.01.26 01:22:03] TRACE: Exception at address 0x0C3C
[09.01.26 01:22:03] ERROR: CPU 0 ABORT
[09.01.26 01:22:03] CRITICAL: System halted
[09.01.26 01:22:03] INFO: System running normally",Kernel Panic,CRITICAL,AIVI_SW5250,gen4,False,True,19532,System
LOG_00438,"[16.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[16.01.26 01:22:03] Platform: gen4
[16.01.26 01:22:03] Component: SW_SWUPDATE
[16.01.26 01:22:03] INFO: Starting software update
[16.01.26 01:22:03] WARNING: Update verification failed
[16.01.26 01:22:03] ERROR: Flash write error at block 728
[16.01.26 01:22:03] TRACE: Rolling back to previous version
[16.01.26 01:22:03] CRITICAL: Software UPDATE
[16.01.26 01:22:03] INFO: System running normally
[16.01.26 01:22:03] INFO: Component initialized successfully
[16.01.26 01:22:03] DEBUG: Processing event queue",SW Update Failure,HIGH,AIVI_SW5244,gen4,False,False,20515,System
LOG_00439,"[09.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[09.01.26 01:22:03] Platform: gen4
[09.01.26 01:22:03] Component: Kernel
[09.01.26 01:22:03] WARNING: Task execution time exceeded threshold
[09.01.26 01:22:03] ERROR: WATCHDOG_RESET triggered
[09.01.26 01:22:03] TRACE: System reset due to watchdog timeout
[09.01.26 01:22:03] INFO: Last task: Kernel_handler
[09.01.26 01:22:03] CRITICAL: System HANG
[09.01.26 01:22:03] INFO: Component initialized successfully",Watchdog Timeout,CRITICAL,AIVI_SW5244,gen4,False,False,7268,Power
LOG_00440,"[03.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[03.01.26 01:22:03] Platform: gen3
[03.01.26 01:22:03] Component: Unknown
[03.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[03.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[03.01.26 01:22:03] ERROR: ERROR in Unknown
[03.01.26 01:22:03] ERROR: WARNING in Unknown
[03.01.26 01:22:03] ERROR: ERROR in Unknown
[03.01.26 01:22:03] INFO: System running normally
[03.01.26 01:22:03] INFO: Component initialized successfully
[03.01.26 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,AIVI_SW5250,gen3,True,True,10600,Unknown
LOG_00441,"[09.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[09.01.26 01:22:03] Platform: gen3
[09.01.26 01:22:03] Component: Kernel
[09.01.26 01:22:03] WARNING: Task execution time exceeded threshold
[09.01.26 01:22:03] ERROR: WATCHDOG_RESET triggered
[09.01.26 01:22:03] TRACE: System reset due to watchdog timeout
[09.01.26 01:22:03] INFO: Last task: Kernel_handler
[09.01.26 01:22:03] CRITICAL: System WATCHDOG
[09.01.26 01:22:03] INFO: System running normally
[09.01.26 01:22:03] INFO: Component initialized successfully
[09.01.26 01:22:03] DEBUG: Processing event queue",Watchdog Timeout,CRITICAL,PIVI_SW4110,gen3,True,False,22985,System
LOG_00442,"[25.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[25.12.25 01:22:03] Platform: gen3
[25.12.25 01:22:03] Component: Audio
[25.12.25 01:22:03] WARNING: High memory usage detected
[25.12.25 01:22:03] ERROR: Heap allocation failed in Audio
[25.12.25 01:22:03] TRACE: malloc returned NULL
[25.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[25.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[25.12.25 01:22:03] TRACE: ALLOCATION - size: 3215 bytes
[25.12.25 01:22:03] INFO: Component initialized successfully
[25.12.25 01:22:03] INFO: System running normally
[25.12.25 01:22:03] DEBUG: Processing event queue",Memory Leak,HIGH,AIVI_SW5250,gen3,False,False,40474,Multimedia
LOG_00443,"[20.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[20.01.26 01:22:03] Platform: gen4
[20.01.26 01:22:03] Component: Sensors
[20.01.26 01:22:03] ERROR: SPI in Sensors
[20.01.26 01:22:03] ERROR: HARDWARE in Sensors
[20.01.26 01:22:03] ERROR: FAULT in Sensors
[20.01.26 01:22:03] ERROR: SENSOR in Sensors
[20.01.26 01:22:03] ERROR: HARDWARE in Sensors
[20.01.26 01:22:03] ERROR: GPIO in Sensors
[20.01.26 01:22:03] DEBUG: Processing event queue
[20.01.26 01:22:03] INFO: System running normally",Hardware Fault,HIGH,PIVI_SW4110,gen4,False,False,29652,Hardware
LOG_00444,"[03.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[03.01.26 01:22:03] Platform: gen3
[03.01.26 01:22:03] Component: SW_SWUPDATE
[03.01.26 01:22:03] INFO: Starting software update
[03.01.26 01:22:03] WARNING: Update verification failed
[03.01.26 01:22:03] ERROR: Flash write error at block 807
[03.01.26 01:22:03] TRACE: Rolling back to previous version
[03.01.26 01:22:03] CRITICAL: Software UPDATE
[03.01.26 01:22:03] DEBUG: Processing event queue",SW Update Failure,HIGH,PIVI_SW4100,gen3,True,True,6907,SW_SWUPDATE
LOG_00445,"[19.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[19.01.26 01:22:03] Platform: gen3
[19.01.26 01:22:03] Component: Network
[19.01.26 01:22:03] ERROR: SOCKET in Network
[19.01.26 01:22:03] ERROR: CONNECTION in Network
[19.01.26 01:22:03] ERROR: TIMEOUT in Network
[19.01.26 01:22:03] ERROR: TIMEOUT in Network
[19.01.26 01:22:03] ERROR: NETWORK in Network
[19.01.26 01:22:03] ERROR: SOCKET in Network
[19.01.26 01:22:03] DEBUG: Processing event queue",Network Timeout,LOW,PIVI_SW4100,gen3,True,False,43411,Network
LOG_00446,"[28.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[28.12.25 01:22:03] Platform: gen3
[28.12.25 01:22:03] Component: Unknown
[28.12.25 01:22:03] ERROR: ERROR in Unknown
[28.12.25 01:22:03] ERROR: ISSUE in Unknown
[28.12.25 01:22:03] ERROR: EXCEPTION in Unknown
[28.12.25 01:22:03] INFO: Component initialized successfully
[28.12.25 01:22:03] INFO: System running normally
[28.12.25 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,PIVI_SW4110,gen3,False,True,39165,Unknown
LOG_00447,"[25.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[25.12.25 01:22:03] Platform: gen4
[25.12.25 01:22:03] Component: Audio
[25.12.25 01:22:03] WARNING: High memory usage detected
[25.12.25 01:22:03] ERROR: Heap allocation failed in Audio
[25.12.25 01:22:03] TRACE: malloc returned NULL
[25.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[25.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[25.12.25 01:22:03] TRACE: FREE - size: 3151 bytes
[25.12.25 01:22:03] INFO: Component initialized successfully
[25.12.25 01:22:03] INFO: System running normally
[25.12.25 01:22:03] DEBUG: Processing event queue",Memory Leak,HIGH,AIVI_SW5250,gen4,False,False,44011,Multimedia
LOG_00448,"[11.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[11.01.26 01:22:03] Platform: gen3
[11.01.26 01:22:03] Component: System
[11.01.26 01:22:03] ERROR: NORMAL in System
[11.01.26 01:22:03] ERROR: RUNNING in System
[11.01.26 01:22:03] ERROR: COMPLETED in System
[11.01.26 01:22:03] ERROR: OK in System
[11.01.26 01:22:03] INFO: System running normally
[11.01.26 01:22:03] DEBUG: Processing event queue
[11.01.26 01:22:03] INFO: Component initialized successfully",No Issue,LOW,AIVI_SW5250,gen3,True,True,13615,System
LOG_00449,"[12.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[12.01.26 01:22:03] Platform: gen4
[12.01.26 01:22:03] Component: CAN
[12.01.26 01:22:03] WARNING: CAN bus error detected
[12.01.26 01:22:03] ERROR: Frame transmission failed on CAN2
[12.01.26 01:22:03] TRACE: Bus-off state entered
[12.01.26 01:22:03] INFO: Error counter: 100
[12.01.26 01:22:03] ERROR: CAN on CAN interface
[12.01.26 01:22:03] DEBUG: Processing event queue",CAN Bus Error,MEDIUM,AIVI_SW5250,gen4,True,True,21849,CAN
LOG_00450,"[31.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[31.12.25 01:22:03] Platform: gen4
[31.12.25 01:22:03] Component: Unknown
[31.12.25 01:22:03] ERROR: ERROR in Unknown
[31.12.25 01:22:03] ERROR: ISSUE in Unknown
[31.12.25 01:22:03] ERROR: WARNING in Unknown
[31.12.25 01:22:03] ERROR: EXCEPTION in Unknown
[31.12.25 01:22:03] ERROR: FAILED in Unknown
[31.12.25 01:22:03] ERROR: WARNING in Unknown
[31.12.25 01:22:03] INFO: Component initialized successfully
[31.12.25 01:22:03] INFO: System running normally
[31.12.25 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,PIVI_SW4110,gen4,False,False,41459,Unknown
LOG_00451,"[31.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[31.12.25 01:22:03] Platform: gen4
[31.12.25 01:22:03] Component: Communication
[31.12.25 01:22:03] ERROR: REFUSED in Communication
[31.12.25 01:22:03] ERROR: NETWORK in Communication
[31.12.25 01:22:03] ERROR: CONNECTION in Communication
[31.12.25 01:22:03] DEBUG: Processing event queue",Network Timeout,LOW,AIVI_SW5250,gen4,True,False,19666,Communication
LOG_00452,"[31.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[31.12.25 01:22:03] Platform: gen3
[31.12.25 01:22:03] Component: Power
[31.12.25 01:22:03] WARNING: Task execution time exceeded threshold
[31.12.25 01:22:03] ERROR: WATCHDOG_RESET triggered
[31.12.25 01:22:03] TRACE: System reset due to watchdog timeout
[31.12.25 01:22:03] INFO: Last task: Power_handler
[31.12.25 01:22:03] CRITICAL: System RESET
[31.12.25 01:22:03] DEBUG: Processing event queue
[31.12.25 01:22:03] INFO: System running normally
[31.12.25 01:22:03] INFO: Component initialized successfully",Watchdog Timeout,CRITICAL,AIVI_SW5250,gen3,False,False,33540,Power
LOG_00453,"[01.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[01.01.26 01:22:03] Platform: gen4
[01.01.26 01:22:03] Component: Unknown
[01.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[01.01.26 01:22:03] ERROR: FAILED in Unknown
[01.01.26 01:22:03] ERROR: ISSUE in Unknown
[01.01.26 01:22:03] DEBUG: Processing event queue
[01.01.26 01:22:03] INFO: System running normally
[01.01.26 01:22:03] INFO: Component initialized successfully",Unknown Issue,MEDIUM,AIVI_SW5244,gen4,False,False,35288,Unknown
LOG_00454,"[14.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[14.01.26 01:22:03] Platform: gen3
[14.01.26 01:22:03] Component: System
[14.01.26 01:22:03] WARNING: Task execution time exceeded threshold
[14.01.26 01:22:03] ERROR: WATCHDOG_RESET triggered
[14.01.26 01:22:03] TRACE: System reset due to watchdog timeout
[14.01.26 01:22:03] INFO: Last task: System_handler
[14.01.26 01:22:03] CRITICAL: System WATCHDOG
[14.01.26 01:22:03] DEBUG: Processing event queue
[14.01.26 01:22:03] INFO: System running normally",Watchdog Timeout,CRITICAL,PIVI_SW4100,gen3,True,False,29533,System
LOG_00455,"[21.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[21.01.26 01:22:03] Platform: gen4
[21.01.26 01:22:03] Component: Power
[21.01.26 01:22:03] WARNING: Task execution time exceeded threshold
[21.01.26 01:22:03] ERROR: WATCHDOG_RESET triggered
[21.01.26 01:22:03] TRACE: System reset due to watchdog timeout
[21.01.26 01:22:03] INFO: Last task: Power_handler
[21.01.26 01:22:03] CRITICAL: System WATCHDOG
[21.01.26 01:22:03] DEBUG: Processing event queue
[21.01.26 01:22:03] INFO: Component initialized successfully
[21.01.26 01:22:03] INFO: System running normally",Watchdog Timeout,CRITICAL,PIVI_SW4110,gen4,True,True,34919,System
LOG_00456,"[25.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[25.12.25 01:22:03] Platform: gen4
[25.12.25 01:22:03] Component: Kernel
[25.12.25 01:22:03] CRITICAL: Kernel panic detected
[25.12.25 01:22:03] ERROR: Unable to handle kernel NULL pointer dereference
[25.12.25 01:22:03] TRACE: Exception at address 0x0D42
[25.12.25 01:22:03] ERROR: CPU 1 ABORT
[25.12.25 01:22:03] CRITICAL: System halted
[25.12.25 01:22:03] DEBUG: Processing event queue
[25.12.25 01:22:03] INFO: Component initialized successfully
[25.12.25 01:22:03] INFO: System running normally",Kernel Panic,CRITICAL,PIVI_SW4110,gen4,True,False,49167,System
LOG_00457,"[08.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[08.01.26 01:22:03] Platform: gen4
[08.01.26 01:22:03] Component: Kernel
[08.01.26 01:22:03] WARNING: Task execution time exceeded threshold
[08.01.26 01:22:03] ERROR: WATCHDOG_RESET triggered
[08.01.26 01:22:03] TRACE: System reset due to watchdog timeout
[08.01.26 01:22:03] INFO: Last task: Kernel_handler
[08.01.26 01:22:03] CRITICAL: System WDT
[08.01.26 01:22:03] INFO: System running normally
[08.01.26 01:22:03] DEBUG: Processing event queue",Watchdog Timeout,CRITICAL,AIVI_SW5244,gen4,False,False,27838,Kernel
LOG_00458,"[21.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[21.01.26 01:22:03] Platform: gen4
[21.01.26 01:22:03] Component: Multimedia
[21.01.26 01:22:03] WARNING: High memory usage detected
[21.01.26 01:22:03] ERROR: Heap allocation failed in Multimedia
[21.01.26 01:22:03] TRACE: malloc returned NULL
[21.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[21.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[21.01.26 01:22:03] TRACE: OOM - size: 1600 bytes
[21.01.26 01:22:03] INFO: Component initialized successfully
[21.01.26 01:22:03] DEBUG: Processing event queue
[21.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,PIVI_SW4110,gen4,False,True,18978,Multimedia
LOG_00459,"[03.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[03.01.26 01:22:03] Platform: gen3
[03.01.26 01:22:03] Component: Unknown
[03.01.26 01:22:03] ERROR: WARNING in Unknown
[03.01.26 01:22:03] ERROR: WARNING in Unknown
[03.01.26 01:22:03] ERROR: FAILED in Unknown
[03.01.26 01:22:03] ERROR: ERROR in Unknown
[03.01.26 01:22:03] INFO: Component initialized successfully
[03.01.26 01:22:03] INFO: System running normally
[03.01.26 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,PIVI_SW4100,gen3,False,True,16555,Unknown
LOG_00460,"[06.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[06.01.26 01:22:03] Platform: gen4
[06.01.26 01:22:03] Component: Storage
[06.01.26 01:22:03] ERROR: INODE in Storage
[06.01.26 01:22:03] ERROR: INODE in Storage
[06.01.26 01:22:03] ERROR: INODE in Storage
[06.01.26 01:22:03] ERROR: INODE in Storage
[06.01.26 01:22:03] ERROR: READ in Storage
[06.01.26 01:22:03] ERROR: CORRUPT in Storage
[06.01.26 01:22:03] DEBUG: Processing event queue
[06.01.26 01:22:03] INFO: System running normally
[06.01.26 01:22:03] INFO: Component initialized successfully",File System Error,MEDIUM,PIVI_SW4100,gen4,True,True,4812,Storage
LOG_00461,"[31.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[31.12.25 01:22:03] Platform: gen4
[31.12.25 01:22:03] Component: Sensors
[31.12.25 01:22:03] ERROR: I2C in Sensors
[31.12.25 01:22:03] ERROR: HARDWARE in Sensors
[31.12.25 01:22:03] ERROR: GPIO in Sensors
[31.12.25 01:22:03] ERROR: HARDWARE in Sensors
[31.12.25 01:22:03] ERROR: FAULT in Sensors
[31.12.25 01:22:03] ERROR: FAULT in Sensors
[31.12.25 01:22:03] INFO: System running normally",Hardware Fault,HIGH,AIVI_SW5250,gen4,False,False,48478,Hardware
LOG_00462,"[23.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[23.12.25 01:22:03] Platform: gen4
[23.12.25 01:22:03] Component: Unknown
[23.12.25 01:22:03] ERROR: WARNING in Unknown
[23.12.25 01:22:03] ERROR: EXCEPTION in Unknown
[23.12.25 01:22:03] ERROR: WARNING in Unknown
[23.12.25 01:22:03] ERROR: ERROR in Unknown
[23.12.25 01:22:03] ERROR: WARNING in Unknown
[23.12.25 01:22:03] ERROR: ERROR in Unknown
[23.12.25 01:22:03] INFO: System running normally",Unknown Issue,MEDIUM,PIVI_SW4100,gen4,True,True,2715,Unknown
LOG_00463,"[23.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[23.12.25 01:22:03] Platform: gen4
[23.12.25 01:22:03] Component: Kernel
[23.12.25 01:22:03] CRITICAL: Kernel panic detected
[23.12.25 01:22:03] ERROR: Unable to handle kernel NULL pointer dereference
[23.12.25 01:22:03] TRACE: Exception at address 0x1491
[23.12.25 01:22:03] ERROR: CPU 1 CRASH
[23.12.25 01:22:03] CRITICAL: System halted
[23.12.25 01:22:03] INFO: Component initialized successfully
[23.12.25 01:22:03] DEBUG: Processing event queue
[23.12.25 01:22:03] INFO: System running normally",Kernel Panic,CRITICAL,PIVI_SW4100,gen4,False,True,20801,System
LOG_00464,"[21.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[21.01.26 01:22:03] Platform: gen3
[21.01.26 01:22:03] Component: Navigation
[21.01.26 01:22:03] WARNING: High memory usage detected
[21.01.26 01:22:03] ERROR: Heap allocation failed in Navigation
[21.01.26 01:22:03] TRACE: malloc returned NULL
[21.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[21.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[21.01.26 01:22:03] TRACE: HEAP - size: 3788 bytes
[21.01.26 01:22:03] INFO: System running normally
[21.01.26 01:22:03] DEBUG: Processing event queue
[21.01.26 01:22:03] INFO: Component initialized successfully",Memory Leak,HIGH,AIVI_SW5250,gen3,False,True,7185,Multimedia
LOG_00465,"[24.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[24.12.25 01:22:03] Platform: gen4
[24.12.25 01:22:03] Component: Multimedia
[24.12.25 01:22:03] WARNING: High memory usage detected
[24.12.25 01:22:03] ERROR: Heap allocation failed in Multimedia
[24.12.25 01:22:03] TRACE: malloc returned NULL
[24.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[24.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[24.12.25 01:22:03] TRACE: LEAK - size: 2460 bytes
[24.12.25 01:22:03] DEBUG: Processing event queue",Memory Leak,HIGH,PIVI_SW4110,gen4,False,False,1605,Multimedia
LOG_00466,"[16.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[16.01.26 01:22:03] Platform: gen4
[16.01.26 01:22:03] Component: SW_SWUPDATE
[16.01.26 01:22:03] INFO: Starting software update
[16.01.26 01:22:03] WARNING: Update verification failed
[16.01.26 01:22:03] ERROR: Flash write error at block 708
[16.01.26 01:22:03] TRACE: Rolling back to previous version
[16.01.26 01:22:03] CRITICAL: Software VERSION
[16.01.26 01:22:03] INFO: System running normally",SW Update Failure,HIGH,PIVI_SW4100,gen4,False,False,9553,SW_SWUPDATE
LOG_00467,"[28.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[28.12.25 01:22:03] Platform: gen3
[28.12.25 01:22:03] Component: Audio
[28.12.25 01:22:03] WARNING: High memory usage detected
[28.12.25 01:22:03] ERROR: Heap allocation failed in Audio
[28.12.25 01:22:03] TRACE: malloc returned NULL
[28.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[28.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[28.12.25 01:22:03] TRACE: LEAK - size: 3057 bytes
[28.12.25 01:22:03] INFO: System running normally
[28.12.25 01:22:03] INFO: Component initialized successfully",Memory Leak,HIGH,PIVI_SW4100,gen3,False,False,47455,Audio
LOG_00468,"[10.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[10.01.26 01:22:03] Platform: gen3
[10.01.26 01:22:03] Component: System
[10.01.26 01:22:03] CRITICAL: Kernel panic detected
[10.01.26 01:22:03] ERROR: Unable to handle kernel NULL pointer dereference
[10.01.26 01:22:03] TRACE: Exception at address 0x0682
[10.01.26 01:22:03] ERROR: CPU 3 PANIC
[10.01.26 01:22:03] CRITICAL: System halted
[10.01.26 01:22:03] INFO: Component initialized successfully
[10.01.26 01:22:03] DEBUG: Processing event queue",Kernel Panic,CRITICAL,AIVI_SW5250,gen3,True,True,8950,Kernel
LOG_00469,"[30.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[30.12.25 01:22:03] Platform: gen3
[30.12.25 01:22:03] Component: Unknown
[30.12.25 01:22:03] ERROR: WARNING in Unknown
[30.12.25 01:22:03] ERROR: EXCEPTION in Unknown
[30.12.25 01:22:03] ERROR: ERROR in Unknown
[30.12.25 01:22:03] INFO: System running normally
[30.12.25 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,AIVI_SW5244,gen3,True,True,41659,Unknown
LOG_00470,"[05.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[05.01.26 01:22:03] Platform: gen4
[05.01.26 01:22:03] Component: Navigation
[05.01.26 01:22:03] WARNING: High memory usage detected
[05.01.26 01:22:03] ERROR: Heap allocation failed in Navigation
[05.01.26 01:22:03] TRACE: malloc returned NULL
[05.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[05.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[05.01.26 01:22:03] TRACE: ALLOCATION - size: 2318 bytes
[05.01.26 01:22:03] INFO: Component initialized successfully
[05.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,PIVI_SW4110,gen4,True,True,15637,Audio
LOG_00471,"[12.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[12.01.26 01:22:03] Platform: gen4
[12.01.26 01:22:03] Component: Navigation
[12.01.26 01:22:03] WARNING: High memory usage detected
[12.01.26 01:22:03] ERROR: Heap allocation failed in Navigation
[12.01.26 01:22:03] TRACE: malloc returned NULL
[12.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[12.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[12.01.26 01:22:03] TRACE: LEAK - size: 927 bytes
[12.01.26 01:22:03] INFO: Component initialized successfully
[12.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,PIVI_SW4100,gen4,False,True,18418,Multimedia
LOG_00472,"[18.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[18.01.26 01:22:03] Platform: gen3
[18.01.26 01:22:03] Component: Kernel
[18.01.26 01:22:03] CRITICAL: Kernel panic detected
[18.01.26 01:22:03] ERROR: Unable to handle kernel NULL pointer dereference
[18.01.26 01:22:03] TRACE: Exception at address 0x18DF
[18.01.26 01:22:03] ERROR: CPU 3 KERNEL
[18.01.26 01:22:03] CRITICAL: System halted
[18.01.26 01:22:03] INFO: Component initialized successfully
[18.01.26 01:22:03] DEBUG: Processing event queue
[18.01.26 01:22:03] INFO: System running normally",Kernel Panic,CRITICAL,PIVI_SW4110,gen3,True,True,2261,Kernel
